context,answer,label
"**Вы:** Сегодня вам повезло, вы общаетесь с очень важной личностью! На такие вещи, как зарядка, времени у меня нет )).
Я управляю страной, успеть бы позавтракать с утра- и то хорошо.

**Собеседник:** Вы занимаетесь спортом?

**Вы:** Быть президентом то еще удовольствие, скажу я вам! А с кем имею честь общаться?","Конечно, я занимаюсь спортом.",ai
"**Вы:** У меня много друзей по всему миру и есть возможностьвысылать мне приглашения, это очень выгодно.
И как тебе таити?

**Собеседник:** Зашибись）.
Есть домашние животные？.

**Вы:** Что там интересного ? С кем ездил?
Да,кот Томас,большой рыжий кот) а у тебя?",Таити это прекрасное место!,ai
"**Вы:** Я Лена, у моей семьи цветочный салон, мы с бабушкойи живём вместе и цветами торгуем.
Ты у нас кто?

**Собеседник:** А я люблю читать и писать фантастику.
Люблю грозы.

**Вы:** Зовут тебе как?",Эдуард. Какие твои любимые цветы?,people
"**Вы:** Приятно познакомится😊.
Чем увлекаешься?

**Собеседник:** Больше всего на свете я люблю животных, и все свободноевремя провожу со своей собакой).
А ты?).
Еще я люблю мечтать, и в целом очень романтичная натура:).

**Вы:** О, у меня тоже собака есть) а я вот рисовать люблю, но больше стараюсь проводить время со своей семьёй) ужасно их люблю.
Прекрасный характер!","Что за собака?) Как зовут?) Проводить время с семьёй это прекрасно, но и хобби не закладывай, покажи пару работ своих))",people
"**Вы:** Я вот люблю автомобили, путешествовать и ходить втренажёрный зал.

**Собеседник:** Автослесарь хорошая работа,  без вас не куда 😊.
Путешествие это супер.
Где был ?

**Вы:** Эльбрус, Архыз Адыгея Кисловодск Домбай.","Ого, ты настоящий путешественник!",ai
"**Вы:** Я Анна.

**Собеседник:** Очень приятно).
А сколько Вам лет? Если не секрет).

**Вы:** Взаимно .... читала книжку и вот залезла опять в интернет.
25.
Учу английский язык.","Как всегда, много всего на нем.",ai
"**Вы:** Да, хочу приготовить своей жене завтрак в постель( я очень хорошо готовлю, а пробовать некому).
А у тебя?

**Собеседник:** Романтично, мой парень пока что умудрялся опрокинутьзавтрак в постель .. А я хочу уехать в Америку, повидатьтот край.

**Вы:** Здорово) Я был в Америке, там красиво.",В каком штате ты был?,people
"**Вы:** ))).
А у тебя есть домашние животны.
Животные?

**Собеседник:** Есть две собаки.

**Вы:** А порода какая?",Лайки. Они очень веселые. Тебе нравятся лайки?,people
"**Вы:** Последнее время заинтересовалась языками иностранными.
Здоров.

**Собеседник:** Понятно. Иностранные языки можно изучать и дома, черезинтернет).

**Вы:** Можно канешна.
Я так и делаю.
Английский вот сечас учу.
Вы любите хорошо покушать?","Очень люблю покушать, особенно пельмени с уксусом и обязательно хлебом. Нямка.",people
"**Вы:** Да) живём в городе.
А вы.

**Собеседник:** Тоже, но тянет к природе, решил вот салат на балконевыращивать- и красиво, и полезно :).

**Вы:** А я люблю готовить. Хоть у меня все девочки в семья, я главный по выпечке.
Пеку пироги, пиццу. всё.",Единомышленники,people
"**Вы:** Я пока не был, думаю летом с сестрой куда нибудь,что посоветуете?

**Собеседник:** Обязательно посетите Чехию!
А вы куда мечтаете поехать?
А домашние животные у вас есть?

**Вы:** Да, долго думал о Праге.
А вообще, куда угодно, лишь бы было тепло.",Чехия - это прекрасный выбор!,ai
"**Вы:** Я блоггер. Пишу о жизни, о событиях. Занимаюсь коннымспортом.
Я дома работаю, на себя. Это моя основная деятельность.

**Собеседник:** Ого. Круто. А я больше хоккей люблю.
А я в театре работаю.
Актер.

**Вы:** А ты в городе живешь или за городом в своем доме?
Ого. Интересная профессия такая.","Я живу в городе, но мечтаю о своем доме за городом.",ai
"**Вы:** Нужно отдыхать :) я вот Тайланде лечу свою патологическуюусталость.
Бизнес получается дистанционно вести.

**Собеседник:** Ооооо ))) Как круто) Я лечу её занимаясь горнолыжнымспортом).
Да Вы бизнесмен).

**Вы:** Вуман ;).",Вуман ;).,ai
"**Вы:** Как жаль! А у меня есть собака- померанский шпиц.Летом его придётся оставить с бабушкой, потому чтомы с мамой и папой едем на море.
А я играю на гитаре. Мы можем сочинить песню вместе!

**Собеседник:** Конечно.

**Вы:** А ты работаешь?","Вы:* Нет, я только учусь в университете.",ai
"**Вы:** Как мне кажется.

**Собеседник:** да очень много общего с собакой).

**Вы:** У меня собака, тоже со мной слушает музыку 👍.
Было приятно пообщаться 😉.",😅,ai
"**Вы:** Специальность государственное и муниципальное управление. Так что наверное на депутата ))).
Я тоже гулять люблю. И ещё играть в футбол.

**Собеседник:** О, Вы серьёзный человек!

**Вы:** Я бы не сказал ... Больше люблю отдыхать, чем работать.",Какое ваше любимое хобби?Футбол?,people
"**Вы:** Я увлекаюсь музыкой, кстати тоже люблю рок! Так жеобожаю ходить на плавание по выходным.

**Собеседник:** Как здорово! Моя сестра как раз хотела узнать с какоговозраста можно отдавать детей на плавание, племянницухотели научить плавать) не подскажешь ?).

**Вы:** Можно в любом возрасте, но профессионально с 5- 7лет. Что скажешь о твоём семейном положении?", Я с девушкой живу... И с двумя котами-изуверами:) а у тебя есть зверушки?,people
"**Вы:** Я в своих сериалах такого насмотрюсь).
Так что жизнь интересная штука!

**Собеседник:** А я телевизор не смотрю вяжу свитера сыну.

**Вы:** Если один попался козел, не опускай нос.
Мои любят больше сладкие пироги).",Какой ещё козел? Мне козлы не попадались,people
"**Вы:** Я тоже очень люблю сыр, и люблю печь все в чем естьсыр.

**Собеседник:** Да я тоже.

**Вы:** а сколько Вам лет?","Сыр - это вкусно! Мне 28 лет, а тебе?",ai
"**Вы:** Мне 21, а тебе?

**Собеседник:** Мне 65.
Кем работаешь?
Кем работаешь?

**Вы:** Я работаю фрилансером.",Это кто такие?,people
"**Вы:** Кто Ваш любимый писатель?

**Собеседник:** Ахматова.

**Вы:** Я очень люблю читать книги. Особенно фантастику.",Каких авторов?,people
"**Вы:** Я люблю природу, готова даже ночью сорваться куда- то )).

**Собеседник:** Я путешествую по компьютерным играм) люблю играть).
И не страшно?).
Какое у тебя хобби?

**Вы:** А я люблю играть только на собственных связках ...говорят я неплохо пою) мой брат играет на гитаре иу нас что- то вроде группы).
Не страшно, ты же не дашь в обиду?).","Не страшно, я не дам в обиду. А мое хобби - это пение и игра на гитаре.",ai
"**Вы:** Квартиры.

**Собеседник:** Понятно.А семья ,дети у вас есть?

**Вы:** Большая семья.
Комплект полный.","Вот это да, большая семья!",ai
"**Вы:** Чем ещё занимаешься?
У меня есть кошки, очень люблю их, у вас есть животные.
?

**Собеседник:** Я люблю знакомиться с новыми людьми, поэтому у меняочень много друзей.
Не люблю животных, к меня аллергия на кошек.

**Вы:** Очень жаль.
А сколько вам лет.
?","Мне 27 лет, и я живу в маленьком городке, где нет",ai
"**Вы:** А я вот уже отучился, работаю щас курьером.

**Собеседник:** А я пока работаю водителем.
Как думаешь я все узнал о тебе?

**Вы:** Вот бы солнышко выглянуло, пойти в парк и похаватьмороженку.
Наверное.",Шоколадное мороженое самое вкусное,people
"**Вы:** Может подарит кто-нибудь машину).
К меня тоже есть права, своей машины нету, беру умужа.

**Собеседник:** А в каких спектаклях ты выступала.

**Вы:** У меня тоже есть права, своей машины нету, беру умужа.","А какой машины ты бы хотела? Я сама не очень разбираюсь в автомобилях, но мне нравятся красивые и удобные машины.",ai
"**Вы:** Работаешь или учишься ?

**Собеседник:** Работаю режиссером.А ты?

**Вы:** Я кондитер.
Чем занимаешься в свободное время ?",У меня свободного времени почти нет,people
"**Вы:** Вместе не получится. мне одной нужен.

**Собеседник:** Хорошо, подберем для тебя😀 Чем ты увлекаешься?

**Вы:** Я с ними вооще ни по каким вопросам не согласна. Толькос котом общаюсь.
Чем,чем. В институте учусь.",а я заканчивал курсы кинологов,people
"**Вы:** И уже дочь???

**Собеседник:** Мои родители хорошо готовят, люблю их).
Ну знаете ли контрацептивы дорогие нынче.

**Вы:** А как хорошая реакция?
Не получилось?😂😂.","Ну, если бы не получалось, то была бы не одна дочь, а вагон и маленькая тележка.",people
"**Вы:** Я думаю, у тебя получится! Нужно идти к своей цели) А в свободное время чем занимаешься? я люблю посещатьмузеи.
Конечно!особенно Новый год и день рождения!

**Собеседник:** Хожу подрабатываю к маме на работу.
Она у меня кассиром работает.

**Вы:** Молодец!Не тяжело работать?","Да нет, не тяжело. Главное, чтобы работа была интересной и полезной",ai
"**Вы:** Меня зовут Марина мне 24 года я работаю моделью.
Есть хобби?

**Собеседник:** Ну я креативный, люблю экстрим ну и я свободен))).
А у тебя.

**Вы:** Я люблю читать в свободное время и ещё я просто обожаюдетей они маленькие такие миленькие.","О, это здорово! Я тоже люблю читать, недавно закончил ""Мастера Меча Онлайн"", очень захватывающая история. А про детей я с тобой полностью согласен, они такие милые и наивные, всегда радуют своими высказываниями и поступками.",ai
"**Вы:** Я люблю готовить и делать коктейли.

**Собеседник:** Также я просио обожаю деревню!
Также я просто обожаю деревню!

**Вы:** Есть кнопка изменить тут).",Мне тоже нравится готовить коктейли. А какие коктейли вам нравятся?,people
"**Вы:** У меня тоже самое) Вот год назад сын родился, и дочкеуже 6 лет.
Есть хобби?

**Собеседник:** Я люблю книги читать, а ты?

**Вы:** Ну, моё хобби не совсем мужское. Мне вышивать нравится).",Крестиком или гладью?,people
"**Вы:** Мы с вами похожи.

**Собеседник:** Мой молодой человек засыпает под телевизор!

**Вы:** Какое ваше любимое растение? Моё одуванчики.",Обожаю сирень. Самый любимый запах),people
"**Вы:** Я гуляю с друзьями или смотрю триллеры, очень мненравятся.

**Собеседник:** Еще я мою полы на работе и дома и так расслабляюсь. И собираю коллекцию швабр. И занимаюсь свистом.

**Вы:** Пощекотать нервы.",Ха. да нет пытаюсь птицам разным подражать.,people
"**Вы:** Я люблю интересные истории, поэтому часто читаю.

**Собеседник:** А какую музыку любишь?

**Вы:** Разную.
А у тебя какие увлечения?","О, у меня их много!",ai
"**Вы:** Я на работе сейчас, а ты чем занят?

**Собеседник:** На пробежку собираюсь.
Кем работаешь?

**Вы:** Спортсмен?
Я работаю инженером в крупной строительной компании, проектирую и строю дома.",Интересная работа,people
"**Вы:** К сожалению пока нет.

**Собеседник:** Значит все впереди еще.
У тебя есть семья?

**Вы:** Нет а у вас?",У меня есть. И нет желания завести?,people
"**Вы:** Есть ещё какие- то увлечения, которые тебе интересны?

**Собеседник:** Рыбалка и путешествия.

**Вы:** Я вот люблю скрапбукинг и иногда хожу на шейпинг.",Никогда не слышал о таком. Расскажи пожалуйста,people
"**Вы:** Дак давай вместе прыгнем.

**Собеседник:** где и когда.

**Вы:** А ты где живёшь Хирург?).","Я живу в Москве, а ты?",ai
"**Вы:** Нет,не был.
🤣🤣🤣.
Я Александр.

**Собеседник:** Сорян.
Т9 шалит.
Я даже и не заметил.

**Вы:** 🤣🤣🤣.
Да ладно.","И чем ты по жизни занимаешься, Александр? Расскажи о себе, а я потом расскажу, чем я увлекаюсь.",people
"**Вы:** Это точно 😂😂.
Оооо.
Здорово.

**Собеседник:** Я вот пока одинока, но это меня не расстаивает).
Недавно закончила универ, стараюсь поступить в аспирантуру.
А какие картины пишешь?

**Вы:** Думаю твоя любовь где то ищет тебя 😃 Оу, удачи с поступлением!
Натюрморты в основном.
Люблю готовить и иногда в процессе замечаю красивыйкадр.","Спасибо за пожелание! А натюрморты это интересно, я сам люблю фотографировать природу.",ai
"**Вы:** мои такие, что их трудно любить, точнее невозможно.
не повезло с ними.

**Собеседник:** Да есть чем, детей полный дом))).

**Вы:** сколько у тебя детей?",двое кто у тебя,people
"**Вы:** Я тоже одинокий(.

**Собеседник:** А я собак люблю, с кошками не получается.

**Вы:** Понятно.",А тебе животные нравятся?,people
"**Вы:** А у меня только попугай Хочется купить ружьё, чтобыхоть иногда выбираться на природу.

**Собеседник:** Зачем ружьё?

**Вы:** А то весь мой день состоит в том, что сижу дома иработаю И изредка хожу в магазин.
Хочу на стену повесить Ну и может, изредка на околовыходить.
на охоту*.","Да смысл животных стрелять, лучше фоторужье купи себе, как в простоквашино)",people
"**Вы:** Ух ты, похвально!

**Собеседник:** А я японскую.

**Вы:** Чем по жизни занимаешься?
А у меня из увлечений ещё рыбалка и путешествия, мечтаюпоймать по рыбине в каждой стране мира )).","Я работаю в маркетинговом агентстве, занимаюсь продвижением товаров и услуг. А рыбалка и путешествия - это мои любимые хобби, которые помогают мне расслабиться и насладиться жизнью.",ai
"**Вы:** Спортом занимаешься?

**Собеседник:** Я люблю танцы , а ты занимаешься ?

**Вы:** Я занимаюсь йогой.","Ты что, не знал?",ai
"**Вы:** И как впечатления?
Что именно испугало?

**Собеседник:** Фильм рассказывает про фантастических существа, которыерылись под землей и террорезировали весь город.
Вот и боялся что меня один такой съест😀.

**Вы:** О и вправду ужас.","Но я не думаю, что это будет что то хорошее. Это будет всего лишь очередная сказка, которая только и умеет, что пугать и портить настроение.",ai
"**Вы:** Я окончил институт, у меня есть своя маленькая пекарня, люблю это дело.
В свободное время играю на скрипке.

**Собеседник:** А я обожаю спорт.
А покушать чего любите?

**Вы:** Какой вид спорта больше нравиться.","Мне нравится бегать по утрам, это такой заряд энергии на весь день!",ai
"**Вы:** Я тоже! Люблю горы!

**Собеседник:** Однажды прыгал с парашютом.

**Вы:** Вау) опасность завораживает).",В какие горы ты ходил?,people
"**Вы:** О, вам повезло, я как раз работаю строителем))).

**Собеседник:** А вы чем живёте?
О, полезное знакомство!
Я сына тоже хочу в строительный отдать.
А у вас есть дети?

**Вы:** Я жыву своими детьми. Я их очень люблю. У меня ихпятеро.","Ого, пятеро детей - это здорово!",ai
"**Вы:** я очень умная, мне так мама говорит.
хожу в детский сад.

**Собеседник:** прикольно.
а я хочу быть терапевтом).

**Вы:** хорошая проффесия).
я стоматологом хочу быть.",Чем занимаетесь?,people
"**Вы:** Приветики) Как дела?

**Собеседник:** Всё супер, недавно в больнице с переломом лежала,а так всё отлично. У вас как?

**Вы:** Ужас какой) Надеюсь, все в порядке? Рисую заданиев художку, но сейчас пойду з собакой гулять).
Как у вас погодка?","Превосходная, солнце светит, птицы заливаются. Чувствуется, что приближается лето. Кстати, как планируете его провести?",people
"**Вы:** У меня жена, 35 лет в браке. Так то я на работе всевремя, но жена иногда спускается, обед приносит.

**Собеседник:** я люблю читать книги.

**Вы:** Книги я тоже люблю.",Книги - это здорово!,ai
"**Вы:** есть мечта, открыть фабрику.
такая прям заоблачная мечта.

**Собеседник:** Шоколадную?

**Вы:** да хоть и шоколадную)).
а у тебя какие цели?",прожить жизнь,people
"**Вы:** Как дела?

**Собеседник:** Ох, столько всего за один день, немного утомлен, ау тебя как обстоят?

**Вы:** Если честно тоже так устал сегодня. Не могу работунайти, ходил на разные собеседования, но пока безрезультатно.
Чем занимаешься?",Отдыхаю. Кем хочешь устроиться?,people
"**Вы:** Нет, не женат.
Люблю вечеринки)).

**Собеседник:** Я тодн одинокий)).

**Вы:** Кем работаешь?).","Бариста, как насчет кофейка?",people
"**Вы:** Чем ты занимаешься?
У меня хорошо.

**Собеседник:** В ноуте завис).
А ты ?

**Вы:** А я страховой агент).
У тебя есть дети?",да двое,people
"**Вы:** ты работаешь? Я вот хочу стать полицейским, когдавырасту.

**Собеседник:** Пока после школы подрабатываю на автомойке.

**Вы:** есть хобби?","Есть, люблю готовить. Что купишь на заработанные деньги?",people
"**Вы:** Я больше дома сижу, на гитаре играю, она у меня коллекционная.
Ну это не аквариум, это огромный террариум.
С корягами, на которых ящер лазает.
Необычно и девчонкам нравится).

**Собеседник:** О, гитара- это здорово, особенно в походе приятноее звучание у костра с вкусной едой, мм обожаю вкусноепоесть, а ты, кстати, думаю, тоже?
Ау?

**Вы:** Извини, Гришу ловил.","Господи, и куда Гриша собирался удрать?",people
"**Вы:** Александр! Приятно познакомиться! Живу в Крыму! Недавнозакончил институт в поиске работы ... А ты чем занимаешься?

**Собеседник:** А я несколько назад закончил юридический университет. Потом мне повезло. Сейчас я юрист в крупной фирме, обожаю свою работу) а куда бы ты хотел устроиться?

**Вы:** Я скрипач! Мечтаю попасть в оркестр при нашем городскомтеатре. Скоро прослушивание.
Чем увлекаешься помимо работы?",Боулингом? Сколько лет играешь на скрипке?,people
"**Вы:** Живу на халяву.

**Собеседник:** Я вот люблю кино.

**Вы:** Ничем не занимаюсь.
Я тоже люблю кино.","Но я не могу позволить себе купить билет на фильм, который мне не нравится",ai
"**Вы:** Почему сомневаетесь!

**Собеседник:** Там было темно...

**Вы:** И что?",И что?!,ai
"**Вы:** Чем занимаешься?
От чего устала?

**Собеседник:** с работы.
работаю секретаршей.
в фирме.

**Вы:** Хорошая работа. А я блогер. Моя работа приносит мнеудовольствие).
А в какой фирме?","Я работаю в крупной международной компании, занимающейся производством электроники.",ai
"**Вы:** По жизни?о.

**Собеседник:** Да.

**Вы:** Я дизайнер , а ты ?","Я тоже дизайнер, но занимаюсь веб-дизайном.",ai
"**Вы:** Обязательно.
У тебя есть какое нибудь увлечение по мимо работы?

**Собеседник:** хотелось больше узнать о тебе ,семья есть .?
да, я с детства занимаюсь танцами, просто обожаю танцевать).

**Вы:** Ну как сказать, я недавно расстался с девушкой, такчто пока живу один.","Я понимаю, это непросто.",ai
"**Вы:** Если честно,то уже устал и я мальчик.

**Собеседник:** Мне очень одиноко, живу только со своими хомякамиодна и поговорить не с кем!

**Вы:** Бывает.",Но я могу помочь тебе найти друзей в твоем городе или стране. Давай встретимся,ai
"**Вы:** Фееее они ж кислые такие.

**Собеседник:** Неее.

**Вы:** Ну... каждому своё :) что сказать.
Ты со шкуркой их ешь?",Могу и со шкуркой,people
"**Вы:** Как давно ты его читаешь?

**Собеседник:** У меня детей нет и вряд ли они будут, у меня естьнебольшая особенность, я инвалид.

**Вы:** Я когда хожу на рыбалку, тоже беру пару книжек.
Инвалиды такие же люди, не переживай из-за этого.","Просто нужно быть внимательным к окружающему миру и принимать его таким, какой",ai
"**Вы:** у нас мороз -10.

**Собеседник:** Прям как у нас.

**Вы:** простудишься в плаще.","Да, я тоже так думаю.",ai
"**Вы:** Привет😂.

**Собеседник:** Привет).

**Вы:** Расскажи о себе.
Тебе нравится здороваться? Это все еще я🤦🏻‍♀️.","Я - искусственный интеллект, созданный для помощи людям в их повседневной жизни. У",ai
"**Вы:** Как скажешь.

**Собеседник:** Поехали осенью на море, дачный сезон уже закончится.

**Вы:** Работа же ещё).","Ну есть время для работы, должно быт ьвремя идля отдыха обязательно.",people
"**Вы:** У меня тоже есть дети.

**Собеседник:** Сколько и кто?

**Вы:** Два парня.","Ого, два парня - это же наверняка двойная порция энергии и веселья!",ai
"**Вы:** Я очень хочу поехать в Париж. Ты был там?

**Собеседник:** В Франции я еще не был.

**Вы:** В свободное время люблю прогулки на свежем воздухе).","Прогулки на свежем воздухе это здорово! Я тоже люблю гулять, особенно в парках.",ai
"**Вы:** А если выдается минутка провожу ее с семьей.
У меня двое детей и муж.

**Собеседник:** Ой это да ) я тоже с супругой постоянно рядом).
У тебя есть домашние животные?

**Вы:** нет.
Может у тебя есть?
Если куплю дачу, может и заведу собаку.","У меня есть кошка, она очень ласковая и игривая.",ai
"**Вы:** Антон.
Откуда ты?
Как дела?

**Собеседник:** Я гуляю с ребенком, а ты сейчас чем занимаешься?

**Вы:** Пишу статью в школьный журнал.
Хочу стать журналистом.","Привет, Антон!",ai
"**Вы:** Положительно.
А ты.

**Собеседник:** Я решил завести на нём бизнес, правда российский сырне терплю, а вот итальянский я и произвожу.
Филиал.
Galbani сыр
Знаешь такой?
Он бесподобен.

**Вы:** Нет не знаю.
Надо попробовать.","Я не пробовала итальянский сыр Galbani, но обязательно попробую! А какой твой любимый вид сыра?",ai
"**Вы:** Вся в делах!

**Собеседник:** О да 😄.

**Вы:** Вообще я люблю делать людям прически.
Со стригать волосы)).
Это по работе.","Ты молодец, что так активно занимаешься делами!",ai
"**Вы:** Сколько тебе лет?

**Собеседник:** Мне 35 лет и у меня есть жена, а у тебя.

**Вы:** ??? Настя? Жена? Это как))).
Не женат, есть две сестры.",Мммм. Как то все странно.,people
"**Вы:** Да это судьба подруга).
❤️.

**Собеседник:** 👍это точно🙈.

**Вы:** Жаль, что ты в Москве), а я не в Москве).
😂.","Но всегда ведь есть интернет, а еще есть поезда и самолеты)) Вдруг соберешься в гости?",people
"**Вы:** Благородная профессия,надеюсь у тебя все получится.
У тебя много друзей?

**Собеседник:** Спасибо.
Не много, но есть несколько настоящих.

**Вы:** Понимаю,та же ситуация.
Чем еще занимаешься?","Люблю готовить, вот какое у тебя любимое блюдо?",people
"**Вы:** Хорошая машина.

**Собеседник:** Животные есть ?
Дома.

**Вы:** Нет. Животных нет. Часто путешествую.","Правильно, лучше не оставлять животных дома одних надолго.",people
"**Вы:** Взаимно!
Почему ты не спросила, в какой компании я директор?

**Собеседник:** Думала, сам расскажешь) и в какой?

**Вы:** Директор Газпрома, давно мечтал возглавить ее.
Большая ответственность, но это меня не пугает.",Впечатляюще! Работать в такой компании - это большая честь и ответственность.,ai
"**Вы:** собираю оригами,люблю этим заниматься.
ты?

**Собеседник:** Прямо в данный момент этим занимаешься?

**Вы:** ахахах.
дааа.",И кого сейчас мастеришь?,people
"**Вы:** Я тоже хорошо готовлю.

**Собеседник:** Я по выходным езжу на рыбалку.
Какие у тебя увлечения.

**Вы:** А я тоже когда в походы хожу с моими двумя детишкамилюблю порыбачить.",Любите активно отдыхать?,people
"**Вы:** Интересно.

**Собеседник:** Любишь гулять?

**Вы:** Какие у тебя планы на ближайшее будущее?
Люблю кататься на своём байке, а ещё люблю всякиеКрутые штуки, к примеру, летом собираюсь покоритьЭверест, с моим брутальным другом- котом.
А ты что любишь?","Люблю читать книги, смотреть Нетфликс. Собираюсь в Германию. А у тебя?",people
"**Вы:** Мне 17,а тебе?).

**Собеседник:** Мне 20 я пока студент.
Ты учишься?

**Вы:** Я тоже студентка, хочу разбогатеть, но нет пока нормальнойработы.","Ничего, всё со временем придёт, главное не зацикливаться. Может по специализации удастся поднять себе лавэ",people
"**Вы:** Привет! Расскажи о себе.

**Собеседник:** Меня зовут Олег.
Я программист.

**Вы:** Работаю я флортстом, потому что обожаю цветы.","Классно, а есть железные цветы)? ",people
"**Вы:** У вас есть дети?

**Собеседник:** Двое уже) а у Вас?

**Вы:** Отличная работа)) я пою)).",А в свободное время я часто играю на гитаре и пишу свои песни.,ai
"**Вы:** Ты один или есть вторая половинка, может дети?

**Собеседник:** Мы с моим молодым человеком вместе гастролируем :).

**Вы:** Понятно а я замужем второй раз.",А дети?,people
"**Вы:** Прыгать с парашютом это прекрасно.
Аня словно банан вроде есть а вроде нет.
Круто ?

**Собеседник:** А ты мясо любишь?

**Вы:** Да очень.",Я тоже)),people
"**Вы:** сижу дома с племянницей, мы любим шить вместе).
а чем ты еще любишь заниматься?

**Собеседник:** Люблю играть компьютерные игры.
Что шьёте?

**Вы:** шьем разные носочки, свитера и прочее) очень любимэто дело) а еще мы любим лирику, в частности лирическуюлитературу).
как ты относишься к поездкам на природу?",Отлично! Может вместе съездим куда-то?,people
"**Вы:** Живу я в немало известной республике ДНР.

**Собеседник:** А я под Бердянском.
А детей у тебя нету?

**Вы:** Как у вас там с трудоустройством.","Нормально, работа есть, тоже недавно устроился без проблем.",people
"**Вы:** Живёшь с родителями или в общежитии?
Я менеджер.

**Собеседник:** Я живу одна.
Но меня никто не понимает.
Да и вообще.
Я очень странная.
У тебя есть семья?

**Вы:** Я тоже одинок, но есть кошка. Я люблю кошек.",Я очень люблю котов.,ai
"**Вы:** Я Сергей.

**Собеседник:** С радостью.

**Вы:** Что так?","Ничего, просто рад, что ты здесь. Как дела?",ai
"**Вы:** Какие соревнования?

**Собеседник:** по плаванию.

**Вы:** Здорово!",А ты каким-то спортом занимаешься?,people
"**Вы:** кул.

**Собеседник:** Есть хобби? Любимое дело?

**Вы:** здоровым ся чувствуешь?
плаванье.особенно зимой.","Не умею плавать.Научишь меня ,только не сразу в проруби.",people
"**Вы:** работаю.
А ты?

**Собеседник:** Кем?я студент.

**Вы:** Строитель. На кого учишься?",На юриста-артиллериста.,people
"**Вы:** Чем занимаешься?

**Собеседник:** Хорошо.

**Вы:** Здорово))).",отлично))),people
"**Вы:** Нет, я служу, сейчас в разводе, поэтому присматриватьбудет не кому. У меня четверо детей )))) Тут не доживотных )))).
А ты любишь животных, да?

**Собеседник:** Ого..а я одна живу..и у меня шесть кошек!!
Меня наверное никто замуж не берет потому что у менястранные музыкальные предпочтения.

**Вы:** и я один живу ... но, шесть кошек! Как ты за нимиуспеваешь? Наверное, в частном доме живёшь?","Да, я люблю животных, особенно кошек.",ai
"**Вы:** Ух, и как Вы все успеваете? Я только работать успеваю, и то, даже на нее опаздываю, хотя и просыпаюсь оченьрано, но, к сожалению, не научился правильно расходоватьсвое время, сижу по утрам у окошка, пью кофе и думаюо жизни насущной.

**Собеседник:** А сколько вам лет ? И кем вы работаете ?
Я успеваю) как то приловчилась) помимо этого ещё успеваюдва раза в неделю заниматься танцами но это как хобби).

**Вы:** Мне 24, работаю я администратором тату студии, злойрок надо мной сыграл плохую шутку( А Вы на каком курсе, что изучаете?
Ооо, танцы, бальные, эстрадные?",Пока только начала заниматься эстрадными танцами. А тебе какое танцевальное направление больше нравится?,people
"**Вы:** Да снимаю квартиру с подругой))).
Я инженер - механик.
Пока работаем, дома моя любимая собачка Чави ждет.
Обожаю собак.
А у тебя есть животные?

**Собеседник:** Нет.
Времени нет.

**Вы:** ааа.
А игры играешь хоть?
я вот недавно скачал игру PUBG. Играю, после работы.","Я не очень люблю игры, но у меня есть много других хобби, например, я люблю рисовать и заниматься фотографией.",ai
"**Вы:** Я был в Одессе.
Там прикольно.
А пальмы в Сочи есть.

**Собеседник:** Одесса говорят красивый город).

**Вы:** Это да.
Такой балдёж.",С рабочим визитом или так отдохнуть?,people
"**Вы:** Легко:).
Чем нибудь ещё увлекаетесь??

**Собеседник:** Да нет.
Не хватает времени.

**Вы:** Ну ладно, тогда до выходных.","Желаю Вам удачи :) Пишите чаще, с вами приятно пообщаться ",people
"**Вы:** А у тебя большой дом?

**Собеседник:** 2 этажа: 1 наземный и 1 цоколь.
Большой и уютный).
Какие у тебя любимые животные?

**Вы:** Ты живёшь один? Ничего не боишься?",А у тебя есть домашние животные?,ai
"**Вы:** да.
в Украине.

**Собеседник:** Дети есть?

**Вы:** да, дочь.
а у вас?","Нет, у меня нет. Куда мне, я ещё молодая)) Сколько лет дочери)?",people
